이름,구단,연도,포지션,WAR*,타율,OPS,wRC+,WPA,타점율,삼진율,볼삼비,순도루성공,병살율
김재환,두산,18,LF,6.94,0.334,1.062,168.8,5.8,0.252371917,0.25426945,0.439970172,2,0.0113851992
양의지,두산,18,C,6.42,0.358,1.013,160.5,3.91,0.175398633,0.0911161731,1.122194514,6,0.0296127563
페르난데스,두산,19,DH,5.1,0.344,0.892,154.7,3.32,0.153846154,0.0944055944,1.12754159,-1,0.027972028
김재환,두산,21,LF,4.77,0.274,0.883,148.2,2.69,0.214736842,0.267368421,0.63729347,-1,0.0189473684
김재환,두산,20,LF,4.7,0.266,0.869,135.2,2.33,0.219417476,0.299029126,0.590525633,6,0.027184466
박건우,두산,19,RF,4.68,0.319,0.863,144.3,0.91,0.139737991,0.124454148,1.050788091,9,0.0502183406
최주환,두산,18,DH,4.66,0.333,0.979,148.6,3.9,0.208092486,0.171483622,0.572390572,1,0.00963391137
박건우,두산,21,RF,4.62,0.325,0.841,138.5,1.64,0.137554585,0.15720524,0.693481276,13,0.0349344978
페르난데스,두산,20,DH,4.4,0.34,0.901,146.5,4.31,0.179180887,0.0716723549,1.377672209,-1,0.0443686007
오재일,두산,19,1B,4.14,0.293,0.863,145.1,4.6,0.218415418,0.211991435,0.554994955,1,0.0107066381
최주환,두산,20,2B,4,0.305,0.838,123.6,1.7,0.169291339,0.12992126,0.726172466,0,0.0137795276
김재호,두산,18,SS,3.79,0.311,0.87,124.5,1.69,0.186567164,0.191542289,0.674448768,4,0.0298507463
박건우,두산,20,RF,3.78,0.304,0.841,126.5,1.67,0.143737166,0.133470226,0.64516129,6,0.0184804928
오재일,두산,20,1B,3.57,0.312,0.872,138.8,1.35,0.18895966,0.195329087,0.662323561,1,0.025477707
허경민,두산,18,3B,3.56,0.324,0.835,113.4,1.89,0.153100775,0.100775194,0.614203455,16,0.0290697674
허경민,두산,20,3B,3.55,0.332,0.824,122.7,1.58,0.132723112,0.0640732265,1.245551601,8,0.0228832952
김재환,두산,19,LF,3.52,0.283,0.798,123.5,2.53,0.184210526,0.228744939,0.557029178,2,0.0141700405
박건우,두산,18,CF,3.42,0.326,0.847,117.5,3.97,0.172131148,0.133196721,0.430107527,4,0.0286885246
허경민,두산,22,3B,3.29,0.289,0.759,119.6,1.82,0.138888889,0.0925925926,0.897755611,7,0.0277777778
오재원,두산,18,2B,3.29,0.313,0.832,114,4.07,0.171247357,0.251585624,0.344248531,9,0.0274841438
김재환,두산,22,LF,3.24,0.248,0.8,130.7,0.33,0.160714286,0.296875,0.458302029,1,0.0111607143
양석환,두산,21,1B,3.1,0.273,0.827,130.3,1.93,0.196721311,0.278688525,0.30859662,-1,0.0204918033
페르난데스,두산,21,DH,3.07,0.315,0.833,136.6,1.2,0.15,0.0648148148,1.851851852,-2,0.0462962963
박세혁,두산,19,C,3.06,0.279,0.736,101.3,1.02,0.142857143,0.154195011,0.6020558,6,0.0113378685
정수빈,두산,20,CF,2.95,0.298,0.764,104.3,1.48,0.120408163,0.114285714,0.980392157,9,0.0204081633
김재호,두산,19,SS,2.89,0.268,0.737,108.2,-0.2,0.127320955,0.153846154,1.153184165,0,0.0265251989
오재일,두산,18,1B,2.85,0.279,0.912,130.4,1.22,0.199501247,0.301745636,0.495458299,0,0.00748129676
허경민,두산,19,3B,2.44,0.288,0.721,102.4,-0.25,0.126315789,0.0757894737,0.941828255,6,0.0336842105
강승호,두산,22,2B,2.34,0.264,0.708,100.5,0.53,0.13963964,0.225225225,0.28971029,8,0.018018018
허경민,두산,21,3B,2.07,0.278,0.703,96.8,-0.83,0.126068376,0.0747863248,1.025641026,-2,0.0448717949
박계범,두산,21,SS,2.06,0.267,0.725,104.8,0.6,0.142857143,0.211180124,0.646108664,1,0.0248447205
정수빈,두산,19,CF,2.05,0.265,0.685,94.8,0.15,0.0952380952,0.136054422,0.948419301,18,0.0136054422
김재호,두산,20,SS,1.98,0.289,0.709,95.3,-0.09,0.0972568579,0.112219451,0.997782705,4,0.042394015
페르난데스,두산,22,DH,1.83,0.309,0.752,118.6,-0.21,0.151574803,0.0885826772,0.776053215,0,0.0669291339
박세혁,두산,20,C,1.77,0.269,0.712,90.8,1.06,0.141666667,0.125,0.776053215,2,0.0194444444
김인태,두산,21,RF,1.74,0.259,0.751,113.3,1.54,0.13372093,0.194767442,0.923994039,-2,0.0290697674
양석환,두산,22,1B,1.57,0.244,0.741,113,0.05,0.125615764,0.248768473,0.316518299,1,0.00738916256
정수빈,두산,21,CF,1.47,0.259,0.7,91.6,-0.07,0.118210863,0.159744409,0.578842315,5,0.0223642173
박세혁,두산,22,C,1.29,0.248,0.636,80.4,-1.26,0.116809117,0.202279202,0.464135021,0,0.0113960114
박세혁,두산,18,C,1.26,0.282,0.762,95,-0.66,0.129411765,0.323529412,0.290381125,5,0
김인태,두산,22,RF,1.17,0.247,0.702,109.9,0.08,0.106382979,0.2,0.870488323,1,0.0255319149
안권수,두산,22,RF,1.15,0.297,0.712,108.3,-0.47,0.0836820084,0.167364017,0.648379052,-1,0.0251046025
정수빈,두산,22,CF,1.13,0.259,0.654,85.3,0.81,0.101234568,0.138271605,0.695187166,7,0.0049382716
정수빈,두산,18,CF,1.06,0.367,0.898,136.7,0.89,0.234693878,0.132653061,0.839694656,3,0.0102040816
조수행,두산,21,CF,1.01,0.286,0.787,128.1,0.48,0.0952380952,0.30952381,0.61302682,17,0.0119047619
강승호,두산,21,2B,0.94,0.239,0.677,81.8,-0.93,0.122923588,0.259136213,0.281690141,6,0.0265780731
김민혁,두산,22,1B,0.79,0.284,0.828,142.7,0.11,0.181818182,0.284090909,0.278884462,0,0.0681818182
안재석,두산,21,SS,0.79,0.255,0.662,83.8,-1.02,0.07,0.265,0.301318267,1,0.02
최주환,두산,19,2B,0.75,0.277,0.697,95.2,-0.87,0.164912281,0.122807018,0.797720798,0,0.0350877193
류지혁,두산,18,SS,0.67,0.268,0.683,77.7,1.15,0.127192982,0.188596491,0.672853828,5,0.0131578947
장승현,두산,21,C,0.57,0.232,0.654,82.3,-0.4,0.152542373,0.282485876,0.379241517,0,0.011299435
최용제,두산,21,C,0.54,0.279,0.664,89.2,0.5,0.144230769,0.201923077,0.521327014,0,0
류지혁,두산,19,SS,0.51,0.25,0.609,69.9,0.14,0.123188406,0.144927536,0.598503741,13,0.0217391304
김대한,두산,22,RF,0.5,0.24,0.763,115.5,-0.09,0.114583333,0.28125,0.184501845,1,0
이유찬,두산,20,3B,0.48,0.258,0.671,86.2,-0.12,0.0674157303,0.280898876,0.557768924,9,0.0224719101
정진호,두산,18,RF,0.47,0.301,0.724,81.3,-0.84,0.137546468,0.163568773,0.430839002,7,0.029739777
양찬열,두산,22,RF,0.43,0.244,0.736,113.1,0.38,0.146341463,0.280487805,0.476190476,0,0.0243902439
류지혁,두산,20,3B,0.42,0.417,1.092,180.6,0.2,0.166666667,0.208333333,0.196078431,-1,0.0416666667
이우성,두산,18,LF,0.36,0.293,0.827,117.3,0.22,0.189655172,0.310344828,0.331491713,1,0.0344827586
안승한,두산,22,C,0.32,0.333,0.785,122.1,0.21,0.222222222,0.333333333,0.165289256,0,0
김인태,두산,20,LF,0.31,0.202,0.668,90.7,0.98,0.154761905,0.154761905,1.603053435,0,0.0357142857
조수행,두산,22,LF,0.28,0.235,0.606,70.3,-0.74,0.0756302521,0.260504202,0.321543408,15,0.0336134454
오재원,두산,20,2B,0.24,0.232,0.688,82.4,-1.04,0.174193548,0.316129032,0.32586558,5,0.0193548387
박세혁,두산,21,C,0.24,0.219,0.566,57.8,-1.05,0.126582278,0.181434599,0.510440835,2,0.0253164557
최용제,두산,20,C,0.22,0.295,0.695,85.5,0.28,0.204545455,0.181818182,0.49382716,0,0.0454545455
이흥련,두산,19,C,0.22,0.31,0.746,106.8,-0.41,0.119047619,0.285714286,0.165289256,0,0.0238095238
김인태,두산,19,LF,0.19,0.233,0.719,98.1,0.41,0.116666667,0.2,0.661157025,0,0.0333333333
국해성,두산,18,RF,0.15,0.333,0.887,136.6,-0.01,0.0416666667,0.208333333,0.588235294,1,0.0416666667
장승현,두산,20,C,0.12,0.25,0.718,94.4,0.07,0.15,0.3,0.163934426,0,0.1
전민재,두산,22,SS,0.12,0.289,0.6,64.5,-0.11,0,0.266666667,0,3,0.0666666667
조수행,두산,18,CF,0.12,0.279,0.683,65.4,-0.02,0.0928961749,0.180327869,0.271903323,9,0.0218579235
김인태,두산,18,RF,0.11,0.263,0.711,83,0.65,0.105263158,0.273684211,0.459770115,0,0
이병휘,두산,19,2B,0.1,0.25,0.5,32.3,-0.04,0.0833333333,0.25,0,5,0
박지훈,두산,21,1B,0.1,0.333,0.845,146.4,0.23,0.166666667,0.25,0.322580645,2,0
장승현,두산,18,C,0.08,0.385,0.813,88.9,-0.13,0.0769230769,0.153846154,0.476190476,0,0.153846154
신성현,두산,19,1B,0.07,0.195,0.62,86.3,-0.13,0.146341463,0.341463415,0.709219858,0,0
백동훈,두산,18,RF,0.06,0.222,0.76,97.2,-0.07,0.148148148,0.407407407,0.45045045,0,0.037037037
서예일,두산,20,3B,0.06,0.24,0.63,69.6,0.09,0.04,0.28,0.422535211,0,0
송승환,두산,22,LF,0.04,0.25,0.643,81.2,0.22,0.142857143,0.25,0,0,0
양종민,두산,18,2B,0.04,0.286,0.762,86.9,-0.05,0.0714285714,0.357142857,0.196078431,0,0.0714285714
권민석,두산,21,2B,0.02,0.214,0.624,69.9,-0.2,0.0714285714,0.5,0.14084507,0,0
안재석,두산,22,SS,0.02,0.213,0.574,61.8,-0.88,0.0723404255,0.30212766,0.267229255,4,0.0212765957
박계범,두산,22,3B,0.02,0.221,0.607,66.4,-0.89,0.0965517241,0.275862069,0.29925187,2,0.00689655172
양찬열,두산,20,RF,0.01,0.227,0.573,68.5,0,0.136363636,0.0909090909,1.428571429,0,0
박유연,두산,22,C,0.01,0.235,0.551,64.6,0.04,0.117647059,0.294117647,0.196078431,0,0.0588235294
정병곤,두산,19,2B,0.01,0.185,0.513,50.9,-0.4,0.148148148,0.148148148,0.487804878,0,0.0740740741
백동훈,두산,20,RF,0,0.188,0.566,64.3,-0.41,0,0.25,0.243902439,0,0
이병휘,두산,18,2B,-0.01,0.273,0.652,71.2,-0.13,0.0909090909,0.272727273,0.163934426,0,0.0454545455
조수행,두산,20,RF,-0.02,0.263,0.563,52.5,0.14,0.105263158,0.157894737,0.327868852,1,0
김재호,두산,21,SS,-0.02,0.209,0.567,58.2,-1.73,0.113744076,0.161137441,0.850439883,0,0.0331753555
이유찬,두산,22,SS,-0.04,0.241,0.578,51.6,-0.18,0.0689655172,0.413793103,0,0,0
신성현,두산,21,3B,-0.05,0.182,0.582,90.7,0.05,0,0.545454545,0.491803279,0,0
국해성,두산,19,RF,-0.06,0.171,0.55,60.3,-0.65,0.0571428571,0.371428571,0.381679389,0,0.0857142857
김민혁,두산,18,DH,-0.06,0.226,0.671,69.8,0.2,0.188679245,0.358490566,0.261780105,0,0.0566037736
김재호,두산,22,SS,-0.06,0.215,0.564,60.6,-1.91,0.0941704036,0.147982063,0.84592145,-2,0.0224215247
권민석,두산,20,3B,-0.07,0.26,0.591,49.2,-0.45,0.14,0.3,0.198675497,1,0
안권수,두산,21,RF,-0.08,0.238,0.575,48.7,-0.25,0.0952380952,0.0714285714,0.967741935,3,0
장승현,두산,22,C,-0.12,0.208,0.513,43.8,-0.69,0.09375,0.28125,0.184501845,0,0.0208333333
황경태,두산,18,3B,-0.13,0.231,0.615,44.5,-0.23,0,0.230769231,0,-1,0
장승현,두산,19,C,-0.14,0.171,0.459,26.1,-0.2,0.0731707317,0.317073171,0.229007634,0,0
국해성,두산,20,RF,-0.14,0.233,0.636,64.4,-0.04,0.197674419,0.244186047,0.28436019,0,0.023255814
신성현,두산,22,LF,-0.19,0.087,0.377,4.4,-0.21,0.0869565217,0.217391304,0.392156863,1,0.0869565217
홍성호,두산,22,RF,-0.2,0.167,0.377,3.4,-0.28,0,0.388888889,0.14084507,0,0.0555555556
신성현,두산,18,1B,-0.21,0.167,0.514,22.4,-0.28,0.0833333333,0.375,0.21978022,0,0.0416666667
김경호,두산,19,CF,-0.22,0.192,0.423,1.4,-0.44,0.0769230769,0.269230769,0,0,0
김대한,두산,19,CF,-0.22,0,0.167,-43.4,-0.19,0,0.6,0.32967033,0,0
서예일,두산,22,2B,-0.24,0.16,0.392,0.6,-0.2,0.08,0.24,0.163934426,0,0.04
강진성,두산,22,1B,-0.26,0.163,0.505,46.2,-0.49,0.1,0.25,0.547263682,4,0.025
오재원,두산,22,2B,-0.27,0.172,0.435,14.8,0.18,0.137931034,0.310344828,0.10989011,-1,0.0344827586
백동훈,두산,19,RF,-0.27,0.17,0.463,30.7,-0.39,0.0425531915,0.340425532,0.186335404,-1,0
오재원,두산,19,2B,-0.3,0.164,0.539,51.4,-1.55,0.101694915,0.282485876,0.499001996,4,0.0169491525
안권수,두산,20,RF,-0.33,0.27,0.57,48.2,-0.21,0.0810810811,0.135135135,0.392156863,1,0.027027027
정진호,두산,19,RF,-0.37,0.208,0.529,47.1,-1.24,0.03125,0.25,0.456431535,3,0.0208333333
오재원,두산,21,2B,-0.43,0.167,0.436,17.9,-0.64,0.0694444444,0.25,0.331491713,2,0.0416666667
반슬라이크,두산,18,RF,-0.43,0.128,0.435,4.5,-0.2,0.102564103,0.153846154,0.655737705,0,0.0512820513
정상호,두산,20,C,-0.68,0.163,0.412,-4.8,-1.24,0.0930232558,0.337209302,0.0687285223,0,0.0465116279
파레디스,두산,18,RF,-0.73,0.138,0.443,-2.4,-0.65,0.0615384615,0.261538462,0.233918129,1,0
피렐라,삼성,22,LF,7.4,0.342,0.976,169.3,4.2,0.1942959,0.144385027,0.678175092,10,0.0338680927
러프,삼성,18,1B,5.28,0.33,1.024,152.9,5.89,0.247035573,0.211462451,0.60690943,2,0.0335968379
구자욱,삼성,21,RF,5.01,0.306,0.881,134,3.48,0.162062615,0.180478821,0.489296636,23,0.0165745856
러프,삼성,19,1B,4.18,0.292,0.911,145.8,1.3,0.213983051,0.184322034,0.918484501,3,0.0381355932
구자욱,삼성,18,RF,3.91,0.333,0.926,131.9,4.23,0.175732218,0.230125523,0.390554042,10,0.00836820084
강민호,삼성,21,C,3.86,0.291,0.839,123.6,1.49,0.165024631,0.130541872,0.847457627,0,0.0443349754
구자욱,삼성,20,LF,3.38,0.307,0.863,126.6,4.53,0.174887892,0.204035874,0.559824369,14,0.00896860987
박해민,삼성,21,CF,3.38,0.291,0.759,110.6,1.39,0.118942731,0.18061674,0.84043849,21,0.00660792952
이원석,삼성,18,3B,3.35,0.301,0.867,116.9,3.82,0.194154489,0.215031315,0.504364694,1,0.0208768267
김상수,삼성,20,2B,3.26,0.304,0.798,118.5,0.76,0.116336634,0.136138614,0.998185118,7,0.0396039604
피렐라,삼성,21,DH,3.26,0.286,0.855,128.7,3.27,0.175406872,0.160940325,0.63973064,3,0.0144665461
박해민,삼성,18,CF,3.2,0.299,0.793,99.1,1.95,0.118055556,0.171875,0.565085772,26,0.015625
강민호,삼성,20,C,3.02,0.287,0.836,113.2,0.55,0.171830986,0.152112676,0.573012939,0,0.0478873239
김상수,삼성,19,2B,2.97,0.271,0.712,100,-1.97,0.0811965812,0.143162393,0.745156483,18,0.0299145299
오재일,삼성,22,1B,2.83,0.268,0.837,126.5,0.86,0.2,0.282978723,0.435762585,1,0.014893617
오재일,삼성,21,1B,2.8,0.285,0.878,129.2,3.43,0.232057416,0.253588517,0.5466541,1,0.0119617225
박해민,삼성,20,CF,2.49,0.29,0.76,98.2,-0.11,0.112474438,0.157464213,0.505836576,22,0.0143149284
김동엽,삼성,20,DH,2.24,0.312,0.869,123.6,1.59,0.179176755,0.191283293,0.366624526,0,0.0338983051
강민호,삼성,22,C,2.11,0.258,0.739,103.6,0.55,0.166666667,0.146464646,0.705679862,0,0.053030303
김지찬,삼성,22,2B,2.08,0.28,0.693,93.2,0.63,0.0692520776,0.177285319,0.702028081,21,0.0055401662
김헌곤,삼성,18,LF,1.99,0.3,0.798,103.9,-0.57,0.138401559,0.136452242,0.770328103,13,0.0253411306
이원석,삼성,19,3B,1.98,0.246,0.767,104.8,0.89,0.192405063,0.184810127,0.588235294,1,0.0253164557
강민호,삼성,18,C,1.97,0.269,0.788,90.2,-0.83,0.166276347,0.224824356,0.301768991,0,0.0257611241
김현준,삼성,22,CF,1.96,0.275,0.715,105.5,0.64,0.0606060606,0.220385675,0.561797753,2,0.00275482094
구자욱,삼성,19,RF,1.95,0.267,0.771,107.6,1.16,0.149473684,0.185263158,0.431328036,8,0.0105263158
구자욱,삼성,22,RF,1.91,0.291,0.736,107.1,-0.31,0.0904645477,0.205378973,0.321046373,10,0.0171149144
강한울,삼성,22,3B,1.83,0.323,0.773,119.4,-0.53,0.115044248,0.212389381,0.415800416,2,0.00884955752
강민호,삼성,19,C,1.83,0.234,0.719,92.2,0.46,0.130057803,0.219653179,0.433639947,0,0.0260115607
이학주,삼성,19,SS,1.78,0.262,0.701,92.7,-0.2,0.0935064935,0.231168831,0.359147026,10,0.00779220779
김헌곤,삼성,19,LF,1.68,0.297,0.748,107.6,-0.37,0.111922141,0.099756691,0.900243309,2,0.0437956204
이지영,삼성,18,C,1.58,0.343,0.839,113.5,0.4,0.106741573,0.151685393,0.553505535,0,0.0168539326
김재성,삼성,22,DH,1.37,0.335,0.856,143.6,0.44,0.161490683,0.248447205,0.448877805,0,0.0248447205
살라디노,삼성,20,LF,1.37,0.28,0.888,137.2,0.53,0.204545455,0.310606061,0.559610706,5,0.0227272727
이원석,삼성,20,3B,1.29,0.268,0.748,94.3,0.22,0.183622829,0.203473945,0.59683313,-1,0.017369727
박해민,삼성,19,CF,1.26,0.239,0.646,76.8,-1.36,0.0869565217,0.162055336,0.706455542,17,0.00790513834
이원석,삼성,21,3B,1.22,0.231,0.687,89.8,-0.29,0.147869674,0.200501253,0.74906367,1,0.0275689223
김태군,삼성,22,C,1.22,0.298,0.739,106.3,-0.17,0.12195122,0.165853659,0.498533724,0,0.0731707317
김헌곤,삼성,21,LF,1.14,0.281,0.711,98.1,-1.03,0.0851735016,0.14511041,0.737527115,1,0.0283911672
이원석,삼성,22,3B,1.12,0.267,0.763,110.2,1.31,0.208333333,0.243055556,0.470756063,0,0.0243055556
김호재,삼성,20,3B,1.11,0.322,0.806,124.4,0.03,0.0847457627,0.161016949,0.837696335,2,0.00847457627
박계범,삼성,19,SS,1.01,0.256,0.74,99.9,-0.34,0.148809524,0.267857143,0.487804878,4,0.0416666667
김지찬,삼성,21,SS,0.9,0.274,0.635,73.4,0.08,0.0878378378,0.10472973,0.868167203,19,0
박한이,삼성,18,DH,0.59,0.284,0.781,95.6,0.35,0.125730994,0.266081871,0.472008782,2,0.0263157895
김상수,삼성,22,SS,0.56,0.251,0.628,75.2,-0.79,0.123404255,0.187234043,0.408163265,1,0.0255319149
강한울,삼성,20,SS,0.56,0.305,0.729,91.1,0.45,0.0952380952,0.228571429,0.456431535,1,0.0285714286
오선진,삼성,22,3B,0.53,0.276,0.667,79.9,-0.72,0.0895522388,0.190298507,0.352250489,0,0.0186567164
최영진,삼성,20,3B,0.51,0.297,0.741,104.3,-0.7,0.108910891,0.158415842,0.807453416,-1,0.0297029703
윌리엄슨,삼성,19,RF,0.46,0.273,0.737,101.9,-0.42,0.0974025974,0.324675325,0.259481038,-1,0.012987013
김상수,삼성,18,SS,0.44,0.263,0.676,67.1,-1.49,0.110375276,0.200883002,0.296377607,3,0.0242825607
김민수,삼성,21,C,0.42,0.263,0.765,96.7,0.16,0.171052632,0.171052632,0.458015267,0,0.0263157895
김상수,삼성,21,2B,0.38,0.235,0.62,71.7,-1.26,0.0979020979,0.118881119,1.017612524,2,0.0326340326
이학주,삼성,20,SS,0.36,0.228,0.654,68.5,-0.22,0.13592233,0.281553398,0.447504303,4,0.0145631068
최영진,삼성,21,3B,0.32,0.281,0.77,114,-0.08,0.105263158,0.210526316,0.41322314,1,0.0175438596
김성표,삼성,21,CF,0.29,0.333,0.812,136.4,-0.19,0.0555555556,0.388888889,0.704225352,1,0
이성곤,삼성,20,1B,0.27,0.281,0.768,95.2,-0.23,0.129496403,0.273381295,0.288713911,2,0.0215827338
최영진,삼성,19,3B,0.23,0.251,0.674,74.9,-1.26,0.0796812749,0.187250996,0.297239915,3,0.015936255
공민규,삼성,19,1B,0.21,0.245,0.767,108.8,0.1,0.113207547,0.339622642,0.331491713,0,0
최영진,삼성,18,1B,0.19,0.294,0.785,92.3,-0.61,0.142857143,0.238095238,0.332225914,-2,0.0476190476
강한울,삼성,21,3B,0.19,0.26,0.624,77.6,-0.26,0.121076233,0.260089686,0.499139415,0,0.0224215247
김성윤,삼성,22,CF,0.15,0.19,0.625,72.9,-0.18,0.0476190476,0.238095238,0.495049505,8,0
김재혁,삼성,22,LF,0.15,0.242,0.606,79.3,0.1,0.0909090909,0.272727273,0.43956044,4,0
조민성,삼성,22,1B,0.15,0.308,0.976,175.4,-0.02,0.230769231,0.538461538,0.281690141,1,0
이성규,삼성,19,3B,0.15,0.256,0.746,100,-0.01,0.162790698,0.372093023,0.124223602,0,0.023255814
송준석,삼성,20,RF,0.12,0.277,0.767,98.7,0.19,0.14893617,0.127659574,0.327868852,0,0.085106383
김지찬,삼성,20,2B,0.12,0.232,0.573,53.4,-1.61,0.0511811024,0.173228346,0.544217687,17,0.00393700787
김도환,삼성,19,C,0.1,0.204,0.598,52,-0.44,0.0752688172,0.387096774,0.221606648,0,0
박한이,삼성,19,DH,0.1,0.257,0.712,93.9,0.32,0.175675676,0.22972973,0.526315789,0,0
송준석,삼성,21,LF,0.06,0.235,0.683,81.8,-0.22,0.0784313725,0.254901961,0.229007634,0,0.0196078431
최원제,삼성,18,1B,0.03,0.273,0.657,87.8,-0.06,0,0.454545455,0.196078431,0,0
김성훈,삼성,18,2B,0.02,0.243,0.645,64.3,0.12,0.12972973,0.124324324,0.692640693,6,0.0108108108
김응민,삼성,19,C,-0.02,0.231,0.539,40.6,-0.28,0,0.461538462,0,0,0.0769230769
박찬도,삼성,19,RF,-0.02,0.281,0.636,72.6,-0.37,0.0625,0.3125,0.198019802,-1,0
이학주,삼성,21,SS,-0.04,0.206,0.612,60.5,-0.39,0.129032258,0.393548387,0.22913257,0,0.0193548387
박승규,삼성,21,LF,-0.05,0.182,0.632,69.3,-0.27,0.0757575758,0.136363636,0.989010989,0,0.0606060606
김재현,삼성,20,SS,-0.05,0.143,0.437,23.3,-0.01,0.285714286,0.214285714,0.967741935,0,0.0714285714
이재현,삼성,22,SS,-0.05,0.235,0.598,59,-0.82,0.1,0.191304348,0.113378685,0,0.0260869565
송준석,삼성,19,LF,-0.08,0.235,0.626,63,-0.43,0.0784313725,0.274509804,0.141843972,0,0.0588235294
김영웅,삼성,22,3B,-0.08,0.133,0.467,8.8,-0.16,0.0666666667,0.466666667,0,0,0
오선진,삼성,21,SS,-0.08,0.214,0.497,41.8,-0.27,0.0476190476,0.19047619,0.37037037,0,0.0476190476
김도환,삼성,20,C,-0.08,0.22,0.56,46.9,-0.32,0.219512195,0.390243902,0.310559006,0,0
이성곤,삼성,18,DH,-0.09,0.188,0.503,43.4,-0.27,0,0.4375,0.422535211,0,0.0625
백승민,삼성,18,1B,-0.11,0.258,0.604,51.1,0.2,0.161290323,0.290322581,0.10989011,0,0.0322580645
김민수,삼성,20,C,-0.12,0.174,0.414,7,-0.23,0.0434782609,0.260869565,0.327868852,0,0
백승민,삼성,20,1B,-0.13,0,0.25,-4.1,0.02,0.111111111,0.222222222,0.476190476,0,0
김호재,삼성,21,1B,-0.14,0.227,0.575,60.2,-0.15,0.0933333333,0.186666667,0.638297872,0,0
박찬도,삼성,18,RF,-0.14,0.233,0.624,59.2,0.09,0.0684931507,0.383561644,0.284697509,0,0
박승규,삼성,19,CF,-0.14,0.19,0.451,28.5,-0.08,0.0952380952,0.333333333,0.281690141,0,0
공민규,삼성,22,1B,-0.14,0.158,0.385,10.6,-0.22,0.105263158,0.526315789,0.099009901,0,0
박찬도,삼성,20,LF,-0.15,0.219,0.627,65.2,-0.62,0.0833333333,0.229166667,0.678733032,4,0.0208333333
김민수,삼성,19,C,-0.15,0.205,0.45,17.3,-0.59,0.0512820513,0.41025641,0.0621118012,0,0
이태훈,삼성,22,DH,-0.15,0.176,0.399,11.3,0.09,0,0.352941176,0.163934426,0,0
김호재,삼성,19,2B,-0.16,0.219,0.492,32.4,-0.07,0,0.21875,0.14084507,-1,0.03125
최영진,삼성,22,3B,-0.18,0.188,0.59,64.3,-0.05,0.125,0.25,0.39800995,0,0.025
김성윤,삼성,21,CF,-0.21,0.167,0.325,-25.2,-0.38,0.111111111,0.277777778,0,-1,0
백승민,삼성,19,1B,-0.21,0.238,0.529,44.1,-0.31,0.0952380952,0.285714286,0.165289256,0,0.0476190476
안주형,삼성,22,2B,-0.21,0.15,0.332,-18.2,-0.25,0.1,0.3,0.163934426,0,0
김성표,삼성,22,CF,-0.22,0.118,0.284,-24.7,-0.21,0,0.294117647,0.196078431,2,0
김응민,삼성,20,C,-0.23,0.224,0.517,35.6,0.05,0.0657894737,0.289473684,0.226244344,0,0.0131578947
윤정빈,삼성,22,,-0.25,0,0,-124,-0.11,0,0.5,0,0,0
이성규,삼성,22,DH,-0.26,0.074,0.339,17.8,-0.14,0.037037037,0.296296296,0.617283951,0,0.037037037
손주인,삼성,19,1B,-0.27,0.194,0.533,31.3,-0.3,0.129032258,0.193548387,0.327868852,-1,0.0967741935
김도환,삼성,21,C,-0.28,0.146,0.417,11.9,-0.32,0.0243902439,0.487804878,0.0995024876,-1,0
강한울,삼성,18,2B,-0.28,0.259,0.612,55,-1.19,0.0414507772,0.176165803,0.351906158,-1,0.00518134715
배영섭,삼성,18,LF,-0.28,0.245,0.617,59.7,-0.35,0.0884353741,0.238095238,0.455840456,1,0.0136054422
김호재,삼성,22,2B,-0.28,0.143,0.351,-8.6,-0.43,0.0357142857,0.321428571,0.10989011,0,0.0357142857
김동엽,삼성,21,LF,-0.28,0.238,0.637,70.2,-0.53,0.12972973,0.227027027,0.237529691,1,0.0108108108
양우현,삼성,20,2B,-0.3,0.13,0.297,-28,-0.33,0,0.217391304,0.196078431,0,0.0434782609
이성곤,삼성,19,RF,-0.3,0.179,0.464,13.3,-0.12,0,0.214285714,0,0,0
조동찬,삼성,18,1B,-0.3,0.222,0.572,40.1,-0.57,0.037037037,0.259259259,0.283687943,0,0.037037037
김헌곤,삼성,20,RF,-0.31,0.248,0.627,67.7,-1.15,0.133858268,0.122047244,0.707395498,2,0.0275590551
김성훈,삼성,19,2B,-0.32,0.182,0.51,31,-0.22,0.0649350649,0.142857143,0.630630631,1,0
정병곤,삼성,18,SS,-0.33,0.067,0.129,-92.2,-0.28,0.133333333,0.333333333,0,0,0.0666666667
박승규,삼성,20,RF,-0.34,0.258,0.632,63.6,-0.48,0.0769230769,0.175824176,0.218068536,-1,0.021978022
박승규,삼성,22,CF,-0.35,0.216,0.487,24.6,-0.67,0.0540540541,0.202702703,0.198675497,2,0
송준석,삼성,22,RF,-0.36,0.138,0.332,-11.5,-0.56,0.0344827586,0.172413793,0.196078431,0,0.0344827586
이해승,삼성,22,SS,-0.38,0.232,0.503,28.3,-0.34,0.0505050505,0.292929293,0.0343642612,0,0.0101010101
김동엽,삼성,22,DH,-0.48,0.221,0.587,58.4,-0.41,0.0421052632,0.231578947,0.180995475,-3,0.0105263158
팔카,삼성,20,DH,-0.66,0.209,0.639,60.3,-0.64,0.117346939,0.295918367,0.309810671,2,0.0255102041
손주인,삼성,18,2B,-0.7,0.238,0.603,43.4,-1.49,0.105660377,0.150943396,0.274314214,3,0.041509434
